Place,Type of meteorite,"Mass, g",Fell/found?,Year,Database,Coordinate 1,Coordinates 2
Y-790156,Stone-uncl,7.56,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25505,-71.5,35.66667
LAP 02426,L5,7.56,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12693,-86.36667,-70
LV 023,L6,7.56,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=14747,34.49095,-116.95038
GRV 051610,L6,7.56,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=46938,-72.93778,75.31417
Y-74239,H5,7.55,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24617,-71.5,35.66667
Y-791843,L3,7.55,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27192,-71.5,35.66667
Y-792747,L6,7.55,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28096,-71.5,35.66667
Y-790620,LL,7.54,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25969,-71.5,35.66667
Y-790628,LL,7.54,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25977,-71.5,35.66667
Y-791245,H4/5,7.54,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26594,-71.5,35.66667
Y-86104,H4,7.54,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29610,-71.5,35.66667
A-87306,Stone-uncl,7.54,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2663,-72,26
A-881384,Stone-uncl,7.54,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4093,-72,26
Y-792100,H4,7.53,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27449,-71.5,35.66667
Y-790838,LL6,7.52,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26187,-71.5,35.66667
A-87285,Stone-uncl,7.52,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2642,-72,26
Y-793478,H5,7.51,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28827,-71.5,35.66667
Y-82046,H5,7.51,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29240,-71.5,35.66667
Y-86753,L4,7.51,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30259,-71.5,35.66667
MET 00784,H4,7.51,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16018,-79.68333,155.75
LV 003,H6,7.5,Found,1963,http://www.lpi.usra.edu/meteor/metbull.php?code=14727,34.5,-116.95
Y-75158,L6,7.5,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25199,-71.5,35.66667
ALHA78090,H5,7.5,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=1705,-76.71667,159.66667
ALHA78096,H5,7.5,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=1711,-76.71667,159.66667
RC 088,H4,7.5,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=22743,33.88333,-103.56667
RKPA80260,H5,7.5,Found,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=22529,-76.22062,158.37624
ALHA81265,H5,7.5,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2223,-76.70083,159.40306
ALHA81079,H6,7.5,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2039,-76.69139,159.38778
ALH 84237,H5,7.5,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=839,-76.69863,159.39845
LEW 85365,L4,7.5,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12835,-84.27926,161.29517
ALH 85056,H5,7.5,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=922,-76.84703,156.32009
EET 87606,L5,7.5,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8156,-76.2827,157.18769
LEW 88398,H5,7.5,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14145,-84.24071,161.44273
LEW 88517,H6,7.5,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14260,-84.2491,161.43296
LEW 88066,L6,7.5,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13820,-84.24403,161.43203
LEW 88176,LL3.6,7.5,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13929,-84.25077,161.4139
LEW 88621,L3.7,7.5,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14359,-84.27007,161.39499
LEW 88720,H6,7.5,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14457,-84.2719,161.36734
QUE 90280,L5,7.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=19084,-84.59666,162.29559
FRO 90180,H4,7.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10571,-72.95488,160.47328
FRO 90033,H6,7.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=10431,-72.95556,160.46457
EET 90887,L6,7.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9296,-76.27455,156.51232
EET 90553,L6,7.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8962,-76.28344,156.46495
EET 90298,L6,7.5,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8707,-76.28141,156.42888
PCA 91405,H5,7.5,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18696,-85.69187,-69.08121
PAT 91547,H5,7.5,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18165,-84.58396,-61.81693
QUE 93529,H5,7.5,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19617,-84,168
QUE 93661,L5,7.5,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19748,-84,168
QUE 93690,H6,7.5,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19777,-84,168
QUE 93341,Ureilite,7.5,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19429,-84.59914,162.19579
QUE 97153,LL5,7.5,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20611,-84,168
QUE 97315,LL5,7.5,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20773,-84,168
QUE 97339,LL5,7.5,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20797,-84,168
QUE 97779,LL5,7.5,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21234,-84,168
GRA 98078,L6,7.5,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=11070,-86.71667,-141.5
QUE 99110,LL5,7.5,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21562,-84,168
QUE 99146,LL5,7.5,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21598,-84,168
QUE 99308,H6,7.5,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21758,-84,168
QUE 99723,L6,7.5,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22169,-84,168
MET 001071,L5,7.5,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15567,-79.68333,159.75
MET 00638,LL6,7.5,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15872,-79.68333,155.75
MET 00753,L5,7.5,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15987,-79.68333,155.75
CdDL 003,L6,7.5,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=5482,35.29183,-117.47067
MAC 02667,LL6,7.5,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=14964,-84.21667,160.5
LAP 02431,L5,7.5,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12698,-86.36667,-70
PCA 01012,L5,7.5,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=54705,-85.69,-68.83967
GRV 020090,Martian (shergottite),7.5,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=30681,-72.99944,75.26111
CyDL 274,H4,7.5,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=45960,35.05902,-116.76892
Y-74595,H6,7.49,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24973,0,35.66667
Y-791062,L5/6,7.49,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26411,-71.5,35.66667
Y-793332,H4,7.49,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28681,-71.5,35.66667
A-880421,Stone-uncl,7.49,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3130,-72,26
A-9023,Stone-uncl,7.49,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=4856,-72,26
LAP 02290,L5,7.49,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12557,-86.36667,-70
Dho 1672,L4,7.49,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=56097,18.73244,54.37936
Y-790621,LL,7.48,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25970,-71.5,35.66667
Y-793564,CM2,7.48,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28913,-71.5,35.66667
Y-86337,H4,7.48,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29843,-71.5,35.66667
GRV 020167,L6,7.48,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46538,-72.97806,75.26361
Y-790830,LL6,7.47,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26179,-71.5,35.66667
Forrest 022,L5,7.46,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=10145,-30.77283,127.94667
Y-74505,H6,7.45,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24883,0,35.66667
LV 086,Unknown,7.45,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=52523,34.50922,-116.93918
A-880680,Stone-uncl,7.44,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3389,-72,26
MET 00909,H5,7.44,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16143,-79.68333,155.75
RdDL 075,Unknown,7.44,Found,2012,http://www.lpi.usra.edu/meteor/metbull.php?code=56291,35.67,-114.06
Y-74179,L6,7.43,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24557,-71.5,35.66667
Y-74446,L6,7.43,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24824,-71.5,35.66667
Y-793326,H3,7.43,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28675,-71.5,35.66667
Y-86084,H4,7.43,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29590,-71.5,35.66667
Y-86313,H4,7.42,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29819,-71.5,35.66667
A-880922,Stone-uncl,7.42,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3631,-72,26
Y-791159,L6,7.41,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26508,-71.5,35.66667
Y-792730,L6,7.41,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28079,-71.5,35.66667
MET 00919,LL6,7.41,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16153,-79.68333,155.75
Y-74611,L6,7.4,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24989,-71.5,35.66667
ALHA78008,H5,7.4,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=1624,-76.71667,159.66667
Y-792134,Stone-uncl,7.4,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27483,-71.5,35.66667
Y-793260,H3,7.4,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28609,-71.5,35.66667
Y-793352,H4,7.4,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28701,-71.5,35.66667
Y-8425,H6,7.4,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=29472,-71.5,35.66667
LEW 86369,H5,7.4,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13300,-84.27384,161.68986
LEW 86482,H5,7.4,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13412,-84.27412,161.67724
LEW 88415,H3.7,7.4,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14160,-84.23729,161.45043
LEW 88113,L6,7.4,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13866,-84.27448,161.40246
LEW 88541,H6,7.4,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14282,-84.25048,161.40201
LEW 88503,H3.8,7.4,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14247,-84.2508,161.38827
LEW 88772,Ureilite,7.4,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14509,-84.28735,161.356
EET 90830,L6,7.4,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9239,-76.28587,156.44218
EET 90655,L6,7.4,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=9064,-76.27694,156.42702
FRO 90085,H5,7.4,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=10481,-72.95725,160.49851
PCA 91485,H5,7.4,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18776,-85.65355,-68.60229
QUE 93733,L6,7.4,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19818,-84,168
QUE 93262,L5,7.4,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19351,-84.57951,162.62756
QUE 93204,L5,7.4,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19293,-84.57574,162.56869
QUE 93372,EH5,7.4,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19460,-84.61124,161.94902
LEW 93856,H6,7.4,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=14578,-84.27391,161.68428
QUE 94537,L3.6,7.4,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20169,-84,168
QUE 94732,H5,7.4,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20363,-84,168
QUE 97310,LL5,7.4,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20768,-84,168
QUE 97474,LL5,7.4,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20930,-84,168
QUE 97718,H6,7.4,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21174,-84,168
QUE 97719,LL5,7.4,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21175,-84,168
QUE 99596,H6,7.4,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22042,-84,168
QUE 99597,LL5,7.4,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22043,-84,168
QUE 99871,LL5,7.4,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22315,-84,168
EET 99458,L6,7.4,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=10000,-76.18333,157.16667
DaG 828,L6,7.4,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=6375,26.972,16.468
FRO 01004,H5,7.4,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=10188,-72.95167,160.50889
MET 01298,L5,7.4,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16530,-79.68333,159.75
GRV 020013,LL4-6,7.4,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=30669,-73.10333,75.17028
LAP 02306,L5,7.4,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12573,-86.36667,-70
RaW 038,H5,7.4,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=45909,21.37053,58.41402
Y-74546,Diogenite,7.39,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24924,0,35.66667
Y-790594,LL,7.39,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25943,-71.5,35.66667
Y-792183,Stone-uncl,7.39,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27532,-71.5,35.66667
Y-86311,H4,7.39,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29817,-71.5,35.66667
A-880291,Stone-uncl,7.39,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3000,-72,26
QUE 02102,LL5,7.39,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18915,-84,168
Y-790126,L6,7.38,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25475,-71.5,35.66667
Y-792902,Stone-uncl,7.38,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28251,-71.5,35.66667
Y-794077,CM2,7.38,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=29031,-71.5,35.66667
Y-82010,Eucrite,7.38,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29204,-71.5,35.66667
A-87126,Stone-uncl,7.38,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2483,-72,26
ALH 88105,L3,7.38,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=1149,-76.71667,159.33333
Y-790755,H5,7.37,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26104,-71.5,35.66667
Y-82203,H4,7.37,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29397,-71.5,35.66667
Y-792185,Stone-uncl,7.35,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27534,-71.5,35.66667
Y-82152,L6,7.35,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29346,-71.5,35.66667
ALHA77169,L6,7.34,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1481,-76.71667,159.66667
ALHA78242,H4,7.34,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1855,-76.71667,159.66667
Y-792157,Stone-uncl,7.34,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27506,-71.5,35.66667
Y-86082,H4,7.34,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29588,-71.5,35.66667
GRV 050011,H4,7.34,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=48142,-72.995556,75.193056
Y-792123,Stone-uncl,7.33,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27472,-71.5,35.66667
Y-790286,H4,7.32,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25635,-71.5,35.66667
Y-790842,H4,7.32,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26191,-71.5,35.66667
Fukue,Iron,7.3,Found,1849,http://www.lpi.usra.edu/meteor/metbull.php?code=10835,32.7,128.85
ALHA77049,L3.5,7.3,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1363,-76.71667,159.66667
ALHA77198,L6,7.3,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1509,-76.71667,159.66667
ALHA78065,H6,7.3,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=1681,-76.71667,159.66667
RKPA80242,L4,7.3,Found,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=22511,-76.21964,158.3792
ALHA81204,H6,7.3,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2164,-76.68806,159.36111
ALH 82144,H5,7.3,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=520,-77.04713,157.28227
ALH 84177,L5,7.3,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=779,-76.71105,158.74719
LEW 86432,LL6,7.3,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=13362,-84.25621,161.43656
LEW 87216,H5,7.3,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13680,-84.27265,161.71679
LEW 87108,H5,7.3,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13579,-84.25312,161.39355
LEW 87058,L6,7.3,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13532,-84.25395,161.35338
LEW 88234,L6,7.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13987,-84.2348,161.45085
LEW 88386,H6,7.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14134,-84.24353,161.44253
LEW 88414,H5,7.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14159,-84.24206,161.44084
LEW 88085,H5,7.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13839,-84.24513,161.41736
LEW 88665,H5,7.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14402,-84.27188,161.39979
LEW 88034,H5,7.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=13788,-84.25152,161.39353
LEW 88726,H5,7.3,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=14463,-84.2859,161.3486
EET 90260,L6,7.3,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8669,-76.28915,156.462
EET 90349,L6,7.3,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8758,-76.2669,156.46053
EET 90428,CK5,7.3,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8837,-76.29299,156.35
DAV 92303,H5,7.3,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=6609,-75.31667,162
EET 92134,LL6,7.3,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=9536,-76.04838,155.85669
FRO 93036,H4,7.3,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=10667,-72.98883,160.40767
QUE 94492,L5,7.3,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20124,-84,168
QUE 94628,LL6,7.3,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20259,-84,168
QUE 94764,H5,7.3,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20394,-84,168
QUE 97094,LL5,7.3,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20501,-84,168
QUE 97165,LL5,7.3,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20623,-84,168
QUE 97393,LL5,7.3,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20850,-84,168
QUE 97452,LL5,7.3,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20908,-84,168
GRA 98109,L5,7.3,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=11101,-86.71667,-141.5
QUE 99430,H5,7.3,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21878,-84,168
QUE 99659,LL5,7.3,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22105,-84,168
QUE 99730,H5,7.3,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22176,-84,168
QUE 99876,LL5,7.3,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22320,-84,168
QUE 99881,LL5,7.3,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=22325,-84,168
MET 001028,H6,7.3,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15524,-79.68333,159.75
MET 001134,LL4,7.3,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15630,-79.68333,159.75
MET 00736,LL6,7.3,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15970,-79.68333,155.75
FRO 01027,H4,7.3,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=10210,-72.99028,160.40389
MET 01104,LL6,7.3,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16337,-79.68333,159.75
FRO 03021,H6,7.3,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=10361,-72.95114,160.46364
LV 096,L5,7.3,Found,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=52528,34.48662,-116.9564
O'Malley 013,L4,7.3,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=54942,-30.88561,131.38197
Y-791616,H5,7.29,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26965,-71.5,35.66667
MET 00692,LL6,7.29,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15926,-79.68333,155.75
Y-790977,LL6,7.28,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26326,-71.5,35.66667
Y-793526,H5-6,7.28,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28875,-71.5,35.66667
FRO 93034,L3,7.28,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=10665,-72.98972,160.40778
MET 00688,L6,7.28,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15922,-79.68333,155.75
Y-790162,Stone-uncl,7.27,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25511,-71.5,35.66667
Y-792564,H4/5,7.27,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27913,-71.5,35.66667
A-87294,Stone-uncl,7.27,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2651,-72,26
A-880418,Stone-uncl,7.27,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3127,-72,26
A-87305,Stone-uncl,7.26,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2662,-72,26
A-881168,Stone-uncl,7.26,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3877,-72,26
Y-86348,H4,7.25,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=29854,-71.5,35.66667
A-881102,Stone-uncl,7.25,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3811,-72,26
MAC 02616,H5,7.25,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=14914,-84.21667,160.5
GRV 020100,H4,7.25,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46672,-72.99722,75.20389
A-87109,Stone-uncl,7.24,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2466,-72,26
